id,key,value,type
29891820,motor_vehicle,no,regular
29891827,created_by,JOSM,regular
29936724,highway,traffic_signals,regular
29936724,crossing,traffic_signals,regular
29936725,highway,traffic_signals,regular
29936847,source,survey,regular
29936847,highway,mini_roundabout,regular
29936854,created_by,JOSM,regular
29936856,created_by,JOSM,regular
29936868,created_by,JOSM,regular
29936909,highway,turning_circle,regular
29937381,highway,turning_circle,regular
30341836,highway,mini_roundabout,regular
30353298,highway,crossing,regular
30353317,highway,crossing,regular
30453171,highway,traffic_signals,regular
30453174,highway,traffic_signals,regular
30453174,crossing,traffic_signals,regular
30453175,highway,traffic_signals,regular
30453175,crossing,traffic_signals,regular
31312145,highway,mini_roundabout,regular
31312148,highway,traffic_signals,regular
31312148,crossing,traffic_signals,regular
33676740,highway,traffic_signals,regular
38876634,highway,traffic_signals,regular
38891151,created_by,JOSM,regular
38891172,created_by,JOSM,regular
38891179,created_by,JOSM,regular
38891188,created_by,JOSM,regular
38891204,created_by,JOSM,regular
38891211,created_by,JOSM,regular
38891233,highway,mini_roundabout,regular
38891259,except,bicycle,regular
38891259,highway,traffic_signals,regular
38891268,highway,traffic_signals,regular
39581856,source,PGS,regular
39581856,created_by,JOSM,regular
39581872,source,PGS,regular
39581872,created_by,JOSM,regular
39581970,source,PGS,regular
39581994,source,PGS,regular
39581994,created_by,JOSM,regular
39582186,source,PGS,regular
39582186,created_by,JOSM,regular
39582223,source,PGS,regular
39582251,source,PGS,regular
39582251,created_by,JOSM,regular
39582308,source,PGS,regular
39582308,created_by,JOSM,regular
39582408,source,PGS,regular
39582408,created_by,JOSM,regular
39582437,source,PGS,regular
39582453,source,PGS,regular
39582453,created_by,JOSM,regular
39582687,source,PGS,regular
39582708,source,PGS,regular
39582708,created_by,JOSM,regular
39582739,source,PGS,regular
39582739,created_by,JOSM,regular
39582863,source,PGS,regular
39583107,source,PGS,regular
39583128,source,PGS,regular
39583128,created_by,JOSM,regular
39583285,source,PGS,regular
39583285,created_by,JOSM,regular
39583287,source,PGS,regular
39583287,created_by,JOSM,regular
39583342,source,PGS,regular
39583592,source,PGS,regular
39583615,source,PGS,regular
39583627,source,PGS,regular
39583627,created_by,JOSM,regular
39583737,source,PGS,regular
39583737,created_by,JOSM,regular
39583793,source,PGS,regular
39583793,created_by,JOSM,regular
39583822,source,PGS,regular
39583834,source,PGS,regular
39583945,source,PGS,regular
39584018,source,PGS,regular
39584270,source,PGS,regular
39584372,source,PGS,regular
39584372,created_by,JOSM,regular
39584621,source,PGS,regular
39584621,created_by,JOSM,regular
39584638,source,PGS,regular
39584638,created_by,JOSM,regular
39584650,source,PGS,regular
39584765,source,PGS,regular
39584765,created_by,JOSM,regular
39584770,source,PGS,regular
39584770,created_by,JOSM,regular
39585130,source,PGS,regular
39585239,source,PGS,regular
39585453,source,PGS,regular
39585453,created_by,JOSM,regular
39585507,source,PGS,regular
39585507,created_by,JOSM,regular
39585546,source,PGS,regular
39585546,created_by,JOSM,regular
39585654,source,PGS,regular
39585724,source,PGS,regular
39585724,created_by,JOSM,regular
39585776,source,PGS,regular
39585800,source,PGS,regular
39585800,created_by,JOSM,regular
39585832,source,PGS,regular
39585832,created_by,JOSM,regular
39585909,source,PGS,regular
39586000,source,PGS,regular
39586091,source,PGS,regular
39586091,created_by,JOSM,regular
39586152,source,PGS,regular
39586152,created_by,JOSM,regular
39586363,source,PGS,regular
39586388,source,PGS,regular
39586636,source,PGS,regular
39586636,created_by,JOSM,regular
39586869,source,PGS,regular
39586980,source,PGS,regular
39586980,created_by,JOSM,regular
39587002,source,PGS,regular
39587002,created_by,JOSM,regular
39587029,source,PGS,regular
39587029,created_by,JOSM,regular
39587039,source,PGS,regular
39587039,created_by,JOSM,regular
39587043,source,PGS,regular
39587208,source,PGS,regular
39587236,source,PGS,regular
39587236,created_by,JOSM,regular
39587269,source,PGS,regular
39587269,created_by,JOSM,regular
39587468,source,PGS,regular
39587468,created_by,JOSM,regular
39587677,source,PGS,regular
39587677,created_by,JOSM,regular
39587730,source,PGS,regular
39587730,created_by,JOSM,regular
39587773,source,PGS,regular
39587904,source,PGS,regular
39587943,source,PGS,regular
39587943,created_by,JOSM,regular
39587982,source,PGS,regular
39587982,created_by,JOSM,regular
39588009,source,PGS,regular
39588009,created_by,JOSM,regular
39588074,source,PGS,regular
39588529,source,PGS,regular
39588551,source,PGS,regular
39588625,source,PGS,regular
39588625,created_by,JOSM,regular
39588851,source,PGS,regular
39588851,created_by,JOSM,regular
39588854,source,PGS,regular
39588935,source,PGS,regular
39588935,created_by,JOSM,regular
39589190,source,PGS,regular
39589352,source,PGS,regular
39589352,created_by,JOSM,regular
39589363,source,PGS,regular
39589363,created_by,JOSM,regular
39589677,source,PGS,regular
39589677,created_by,JOSM,regular
39589867,source,PGS,regular
39589867,created_by,JOSM,regular
39589873,source,PGS,regular
39589891,source,PGS,regular
39590043,source,PGS,regular
39590167,source,PGS,regular
39590223,source,PGS,regular
39590223,created_by,JOSM,regular
39590324,source,PGS,regular
39590324,created_by,JOSM,regular
39590377,source,PGS,regular
39590377,created_by,JOSM,regular
39590398,source,PGS,regular
39590419,source,PGS,regular
39590482,source,PGS,regular
39590482,created_by,JOSM,regular
39590548,source,PGS,regular
39590548,created_by,JOSM,regular
39590594,source,PGS,regular
39590594,created_by,JOSM,regular
39590622,source,PGS,regular
39590641,source,PGS,regular
39590641,created_by,JOSM,regular
39590661,source,PGS,regular
39590661,created_by,JOSM,regular
39590736,source,PGS,regular
39590876,source,PGS,regular
39590876,created_by,JOSM,regular
39590922,source,PGS,regular
39590922,created_by,JOSM,regular
39591033,source,PGS,regular
39591046,source,PGS,regular
39591046,created_by,JOSM,regular
39591325,source,PGS,regular
39591785,source,PGS,regular
39591833,source,PGS,regular
39591833,created_by,JOSM,regular
39591845,source,PGS,regular
39592066,source,PGS,regular
39592258,source,PGS,regular
39592258,created_by,JOSM,regular
39592285,source,PGS,regular
39592285,created_by,JOSM,regular
39592331,source,PGS,regular
39592338,source,PGS,regular
39592384,source,PGS,regular
39592399,source,PGS,regular
39592504,source,PGS,regular
39592504,created_by,JOSM,regular
39592622,source,PGS,regular
39592622,created_by,JOSM,regular
39592654,source,PGS,regular
39592664,source,PGS,regular
39592664,created_by,JOSM,regular
39593265,source,PGS,regular
39593284,source,PGS,regular
39593349,source,PGS,regular
39593349,created_by,JOSM,regular
39593362,source,PGS,regular
39593362,created_by,JOSM,regular
39593447,source,PGS,regular
39593447,created_by,JOSM,regular
39593461,source,PGS,regular
39593667,source,PGS,regular
39593667,created_by,JOSM,regular
39593774,source,PGS,regular
39593879,source,PGS,regular
39593879,created_by,JOSM,regular
39593928,source,PGS,regular
39593960,source,PGS,regular
39593970,source,PGS,regular
39594058,source,PGS,regular
39594058,created_by,JOSM,regular
39596155,source,PGS,regular
39596155,created_by,JOSM,regular
39596216,source,PGS,regular
39596216,created_by,JOSM,regular
39596412,source,PGS,regular
39596412,created_by,JOSM,regular
39596511,source,PGS,regular
39596511,created_by,JOSM,regular
39596570,source,PGS,regular
39596692,source,PGS,regular
39596758,source,PGS,regular
39596758,created_by,JOSM,regular
39596851,source,PGS,regular
39596957,source,PGS,regular
39596957,created_by,JOSM,regular
39597023,source,PGS,regular
39597023,created_by,JOSM,regular
39597097,source,PGS,regular
39597097,created_by,JOSM,regular
39597141,source,PGS,regular
39597146,source,PGS,regular
39597189,source,PGS,regular
39597189,created_by,JOSM,regular
39597236,source,PGS,regular
39597236,created_by,JOSM,regular
39597279,source,PGS,regular
39597364,source,PGS,regular
39597364,created_by,JOSM,regular
39597435,source,PGS,regular
39597435,created_by,JOSM,regular
39597580,source,PGS,regular
39597654,source,PGS,regular
39597684,source,PGS,regular
39597684,created_by,JOSM,regular
39597689,source,PGS,regular
39597744,source,PGS,regular
39597794,source,PGS,regular
39597956,source,PGS,regular
39597956,created_by,JOSM,regular
39597972,source,PGS,regular
39597982,source,PGS,regular
39597982,created_by,JOSM,regular
39597992,source,PGS,regular
39598028,source,PGS,regular
39598028,created_by,JOSM,regular
39598129,source,PGS,regular
39598265,source,PGS,regular
39598287,source,PGS,regular
39598287,created_by,JOSM,regular
39598294,source,PGS,regular
39598682,source,PGS,regular
39598759,source,PGS,regular
39598759,created_by,JOSM,regular
39598790,source,PGS,regular
39598790,created_by,JOSM,regular
39598942,source,PGS,regular
39598990,source,PGS,regular
39599229,source,PGS,regular
39599229,created_by,JOSM,regular
39599281,source,PGS,regular
39599281,created_by,JOSM,regular
39599304,source,PGS,regular
39599340,source,PGS,regular
39599340,created_by,JOSM,regular
39599411,source,PGS,regular
39599411,created_by,JOSM,regular
39599523,source,PGS,regular
39599570,source,PGS,regular
39599784,source,PGS,regular
39599784,created_by,JOSM,regular
39599918,source,PGS,regular
39599918,created_by,JOSM,regular
39600066,source,PGS,regular
39600066,created_by,JOSM,regular
39600148,source,PGS,regular
39600256,source,PGS,regular
39600387,source,PGS,regular
39600392,source,PGS,regular
39600392,created_by,JOSM,regular
39600455,source,PGS,regular
39600455,created_by,JOSM,regular
39600552,source,PGS,regular
39600552,created_by,JOSM,regular
39600569,source,PGS,regular
39600577,source,PGS,regular
39600601,source,PGS,regular
39600636,source,PGS,regular
39600636,created_by,JOSM,regular
39600716,source,PGS,regular
39600795,source,PGS,regular
39600828,source,PGS,regular
39600833,source,PGS,regular
39600945,source,PGS,regular
39601014,source,PGS,regular
39601014,created_by,JOSM,regular
39601078,source,PGS,regular
39601078,created_by,JOSM,regular
39601108,source,PGS,regular
39601108,created_by,JOSM,regular
39601280,source,PGS,regular
39601280,created_by,JOSM,regular
39601559,source,PGS,regular
39601559,created_by,JOSM,regular
39601585,source,PGS,regular
39601585,created_by,JOSM,regular
39601656,source,PGS,regular
39601918,source,PGS,regular
39601918,created_by,JOSM,regular
39602007,source,PGS,regular
39602007,created_by,JOSM,regular
39602030,source,PGS,regular
39602030,created_by,JOSM,regular
39602038,source,PGS,regular
39602173,source,PGS,regular
39602178,source,PGS,regular
39602178,created_by,JOSM,regular
39602265,source,PGS,regular
39602469,source,PGS,regular
39602469,created_by,JOSM,regular
39602486,source,PGS,regular
39602736,source,PGS,regular
39602798,source,PGS,regular
39603049,source,PGS,regular
39603126,source,PGS,regular
39603206,source,PGS,regular
39603229,source,PGS,regular
39603229,created_by,JOSM,regular
39603361,source,PGS,regular
39603415,source,PGS,regular
39603455,source,PGS,regular
39603455,created_by,JOSM,regular
39603521,source,PGS,regular
39603521,created_by,JOSM,regular
39603541,source,PGS,regular
39603715,source,PGS,regular
39603783,source,PGS,regular
39603783,created_by,JOSM,regular
39603798,source,PGS,regular
39603814,source,PGS,regular
39603826,source,PGS,regular
39603866,source,PGS,regular
39603866,created_by,JOSM,regular
39603893,source,PGS,regular
39603901,source,PGS,regular
39603901,created_by,JOSM,regular
39604283,source,PGS,regular
39604283,created_by,JOSM,regular
39604429,source,PGS,regular
39604429,created_by,JOSM,regular
39604435,source,PGS,regular
39604435,created_by,JOSM,regular
39604492,source,PGS,regular
39604492,created_by,JOSM,regular
39604504,source,PGS,regular
39604714,source,PGS,regular
39604714,created_by,JOSM,regular
39604733,source,PGS,regular
39604733,created_by,JOSM,regular
39604857,source,PGS,regular
39604857,created_by,JOSM,regular
39604958,source,PGS,regular
39604964,source,PGS,regular
39605174,source,PGS,regular
39605238,source,PGS,regular
39605280,source,PGS,regular
39605299,source,PGS,regular
39605383,source,PGS,regular
39605383,created_by,JOSM,regular
39605649,source,PGS,regular
39605649,created_by,JOSM,regular
39605726,source,PGS,regular
39605823,source,PGS,regular
39605823,created_by,JOSM,regular
39606008,source,PGS,regular
39606008,created_by,JOSM,regular
39606079,source,PGS,regular
39606361,source,PGS,regular
39606364,source,PGS,regular
39606364,created_by,JOSM,regular
39606401,source,PGS,regular
39606548,source,PGS,regular
39606659,source,PGS,regular
39606659,created_by,JOSM,regular
39606750,source,PGS,regular
39606753,source,PGS,regular
39606753,created_by,JOSM,regular
39606933,source,PGS,regular
39606933,created_by,JOSM,regular
39606951,source,PGS,regular
39606951,created_by,JOSM,regular
39607157,source,PGS,regular
39607157,created_by,JOSM,regular
39607182,source,PGS,regular
39607182,created_by,JOSM,regular
39607184,source,PGS,regular
39607184,created_by,JOSM,regular
39607187,source,PGS,regular
39607287,source,PGS,regular
39607287,created_by,JOSM,regular
39607390,source,PGS,regular
39607489,source,PGS,regular
39607530,source,PGS,regular
39607793,source,PGS,regular
39607831,source,PGS,regular
39607997,source,PGS,regular
39607997,created_by,JOSM,regular
39608169,source,PGS,regular
39608169,created_by,JOSM,regular
39608181,source,PGS,regular
39608181,created_by,JOSM,regular
39608245,source,PGS,regular
39608245,created_by,JOSM,regular
39608262,source,PGS,regular
39608485,source,PGS,regular
39608485,created_by,JOSM,regular
39608607,source,PGS,regular
39608607,created_by,JOSM,regular
39608680,source,PGS,regular
39608680,created_by,JOSM,regular
39608874,source,PGS,regular
39608874,created_by,JOSM,regular
39608904,source,PGS,regular
39609178,source,PGS,regular
39609178,created_by,JOSM,regular
39609196,source,PGS,regular
39609217,source,PGS,regular
39609254,source,PGS,regular
39609254,created_by,JOSM,regular
39609572,source,PGS,regular
39609572,created_by,JOSM,regular
39609590,source,PGS,regular
39609698,source,PGS,regular
39609698,created_by,JOSM,regular
39609728,source,PGS,regular
39609728,created_by,JOSM,regular
39609752,source,PGS,regular
39609752,created_by,JOSM,regular
39609897,source,PGS,regular
39609986,source,PGS,regular
39609986,created_by,JOSM,regular
39610008,source,PGS,regular
39610008,created_by,JOSM,regular
39610034,source,PGS,regular
39610058,source,PGS,regular
39610342,source,PGS,regular
39610342,created_by,JOSM,regular
39610560,source,PGS,regular
39610645,source,PGS,regular
39610705,source,PGS,regular
39610705,created_by,JOSM,regular
39610772,source,PGS,regular
39610772,created_by,JOSM,regular
39610857,source,PGS,regular
39610857,created_by,JOSM,regular
39610862,source,PGS,regular
39610894,source,PGS,regular
39610898,source,PGS,regular
39610898,created_by,JOSM,regular
39610920,source,PGS,regular
39610920,created_by,JOSM,regular
39611074,source,PGS,regular
39611162,source,PGS,regular
39611162,created_by,JOSM,regular
39611318,source,PGS,regular
39611318,created_by,JOSM,regular
39611409,source,PGS,regular
39611409,created_by,JOSM,regular
39611783,source,PGS,regular
39611783,created_by,JOSM,regular
39611922,source,PGS,regular
39611922,created_by,JOSM,regular
39612034,source,PGS,regular
39612034,created_by,JOSM,regular
39612114,source,PGS,regular
39612114,created_by,JOSM,regular
39612152,source,PGS,regular
39612152,created_by,JOSM,regular
39612164,source,PGS,regular
39612164,created_by,JOSM,regular
39612204,source,PGS,regular
39612204,created_by,JOSM,regular
39612333,source,PGS,regular
39612467,source,PGS,regular
39612536,source,PGS,regular
39612536,created_by,JOSM,regular
39612679,source,PGS,regular
39612679,created_by,JOSM,regular
39612753,source,PGS,regular
39612753,created_by,JOSM,regular
39612804,source,PGS,regular
39613188,source,PGS,regular
39613188,created_by,JOSM,regular
39613216,source,PGS,regular
39613395,source,PGS,regular
39613395,created_by,JOSM,regular
39613452,source,PGS,regular
39613452,created_by,JOSM,regular
39613525,source,PGS,regular
39613525,created_by,JOSM,regular
39613729,source,PGS,regular
39613864,source,PGS,regular
39613864,created_by,JOSM,regular
39613901,source,PGS,regular
39613901,created_by,JOSM,regular
39613968,source,PGS,regular
39613988,source,PGS,regular
39613988,created_by,JOSM,regular
39614046,source,PGS,regular
39614052,source,PGS,regular
39614214,source,PGS,regular
39614277,source,PGS,regular
39614277,created_by,JOSM,regular
39614443,source,PGS,regular
39614443,created_by,JOSM,regular
39614493,source,PGS,regular
39614591,source,PGS,regular
39614591,created_by,JOSM,regular
39614603,source,PGS,regular
39614658,source,PGS,regular
39614678,source,PGS,regular
39614841,source,PGS,regular
39614869,source,PGS,regular
39614950,source,PGS,regular
39614950,created_by,JOSM,regular
39614972,source,PGS,regular
39614972,created_by,JOSM,regular
39614985,source,PGS,regular
39615006,source,PGS,regular
39615049,source,PGS,regular
39615442,source,PGS,regular
39615469,source,PGS,regular
39615510,source,PGS,regular
39615558,source,PGS,regular
39615558,created_by,JOSM,regular
39615592,source,PGS,regular
39615592,created_by,JOSM,regular
39615627,source,PGS,regular
39615781,source,PGS,regular
39615842,source,PGS,regular
39615842,created_by,JOSM,regular
39615882,source,PGS,regular
39615882,created_by,JOSM,regular
39616115,source,PGS,regular
39616525,source,PGS,regular
39616525,created_by,JOSM,regular
39616763,source,PGS,regular
39616774,source,PGS,regular
39616798,source,PGS,regular
39617225,source,PGS,regular
39617354,source,PGS,regular
39617354,created_by,JOSM,regular
39617397,source,PGS,regular
39617397,created_by,JOSM,regular
39617442,source,PGS,regular
39617442,created_by,JOSM,regular
39617575,source,PGS,regular
39617634,source,PGS,regular
39617634,created_by,JOSM,regular
39617759,source,PGS,regular
39617759,created_by,JOSM,regular
39617985,source,PGS,regular
39617985,created_by,JOSM,regular
39618154,source,PGS,regular
39618162,source,PGS,regular
39618162,created_by,JOSM,regular
39618346,source,PGS,regular
39618363,source,PGS,regular
39618363,created_by,JOSM,regular
39618370,source,PGS,regular
39618370,created_by,JOSM,regular
39618403,source,PGS,regular
39618487,source,PGS,regular
39618487,created_by,JOSM,regular
39618494,source,PGS,regular
39618762,source,PGS,regular
39618788,source,PGS,regular
39618821,source,PGS,regular
39618821,created_by,JOSM,regular
39618960,source,PGS,regular
39618979,source,PGS,regular
39618979,created_by,JOSM,regular
39619094,source,PGS,regular
39619272,source,PGS,regular
39619431,source,PGS,regular
39619591,source,PGS,regular
39619611,source,PGS,regular
39619611,created_by,JOSM,regular
39619724,source,PGS,regular
39619724,created_by,JOSM,regular
39619882,source,PGS,regular
39619882,created_by,JOSM,regular
39619944,source,PGS,regular
39619944,created_by,JOSM,regular
39620001,source,PGS,regular
39620086,source,PGS,regular
39620460,source,PGS,regular
39620460,created_by,JOSM,regular
39620466,source,PGS,regular
39620526,source,PGS,regular
39620575,source,PGS,regular
39620575,created_by,JOSM,regular
39620617,source,PGS,regular
39620636,source,PGS,regular
39620723,source,PGS,regular
39620729,source,PGS,regular
39620963,source,PGS,regular
39620963,created_by,JOSM,regular
39621246,source,PGS,regular
39621246,created_by,JOSM,regular
39621316,source,PGS,regular
39621316,created_by,JOSM,regular
39621440,source,PGS,regular
39621459,source,PGS,regular
39621459,created_by,JOSM,regular
39621707,source,PGS,regular
39621721,source,PGS,regular
39621906,source,PGS,regular
39621906,created_by,JOSM,regular
39622023,source,PGS,regular
39622023,created_by,JOSM,regular
39622028,source,PGS,regular
39622028,created_by,JOSM,regular
39622032,source,PGS,regular
39622109,source,PGS,regular
39622109,created_by,JOSM,regular
39622118,source,PGS,regular
39622118,created_by,JOSM,regular
39622335,source,PGS,regular
39622335,created_by,JOSM,regular
39622347,source,PGS,regular
39622356,source,PGS,regular
39622356,created_by,JOSM,regular
39622388,source,PGS,regular
39622432,source,PGS,regular
39622432,created_by,JOSM,regular
39622515,source,PGS,regular
39622694,source,PGS,regular
39622907,source,PGS,regular
39622907,created_by,JOSM,regular
39622949,source,PGS,regular
39622949,created_by,JOSM,regular
39623059,source,PGS,regular
39623059,created_by,JOSM,regular
39623324,source,PGS,regular
39623324,created_by,JOSM,regular
39623433,source,PGS,regular
39623433,created_by,JOSM,regular
39623468,source,PGS,regular
39623496,source,PGS,regular
39623584,source,PGS,regular
39623584,created_by,JOSM,regular
39623636,source,PGS,regular
39623636,created_by,JOSM,regular
39623926,source,PGS,regular
39623963,source,PGS,regular
39623968,source,PGS,regular
39623968,created_by,JOSM,regular
39623999,source,PGS,regular
39623999,created_by,JOSM,regular
39624202,source,PGS,regular
39624202,created_by,JOSM,regular
39624289,source,PGS,regular
39624328,source,PGS,regular
39624328,created_by,JOSM,regular
39624332,source,PGS,regular
39624332,created_by,JOSM,regular
39624393,source,PGS,regular
39624393,created_by,JOSM,regular
39624409,source,PGS,regular
39624409,created_by,JOSM,regular
39624433,source,PGS,regular
39624433,created_by,JOSM,regular
39624590,source,PGS,regular
39624634,source,PGS,regular
39624763,source,PGS,regular
39624763,created_by,JOSM,regular
39624802,source,PGS,regular
39624830,source,PGS,regular
39625096,source,PGS,regular
39625100,source,PGS,regular
39625205,source,PGS,regular
39625205,created_by,JOSM,regular
39625232,source,PGS,regular
39625460,source,PGS,regular
39625498,source,PGS,regular
39625518,source,PGS,regular
39625518,created_by,JOSM,regular
39625696,source,PGS,regular
39625696,created_by,JOSM,regular
39625956,source,PGS,regular
39625956,created_by,JOSM,regular
39625978,source,PGS,regular
39625991,source,PGS,regular
39625991,created_by,JOSM,regular
39626088,source,PGS,regular
39626088,created_by,JOSM,regular
39626142,source,PGS,regular
39626312,source,PGS,regular
39626336,source,PGS,regular
39626336,created_by,JOSM,regular
39626348,source,PGS,regular
39626348,created_by,JOSM,regular
39626391,source,PGS,regular
39626418,source,PGS,regular
39626418,created_by,JOSM,regular
39626421,source,PGS,regular
39626483,source,PGS,regular
39626483,created_by,JOSM,regular
39626586,source,PGS,regular
39626750,source,PGS,regular
39626750,created_by,JOSM,regular
39627095,source,PGS,regular
39627301,source,PGS,regular
39627419,source,PGS,regular
39627720,source,PGS,regular
39627720,created_by,JOSM,regular
39627779,source,PGS,regular
39627779,created_by,JOSM,regular
39627847,source,PGS,regular
39627996,source,PGS,regular
39627996,created_by,JOSM,regular
39628207,source,PGS,regular
39628207,created_by,JOSM,regular
39628271,source,PGS,regular
39628309,source,PGS,regular
39628309,created_by,JOSM,regular
39628694,source,PGS,regular
39628694,created_by,JOSM,regular
39628808,source,PGS,regular
39628808,created_by,JOSM,regular
39628882,source,PGS,regular
39628900,source,PGS,regular
39629027,source,PGS,regular
39629027,created_by,JOSM,regular
39629047,source,PGS,regular
39629047,created_by,JOSM,regular
39629053,source,PGS,regular
39629228,source,PGS,regular
39629564,source,PGS,regular
39629564,created_by,JOSM,regular
39629568,source,PGS,regular
39629688,source,PGS,regular
39629688,created_by,JOSM,regular
39629690,source,PGS,regular
39629690,created_by,JOSM,regular
39629844,source,PGS,regular
39629844,created_by,JOSM,regular
39629916,source,PGS,regular
39629916,created_by,JOSM,regular
39629921,source,PGS,regular
39629921,created_by,JOSM,regular
39630012,source,PGS,regular
39630012,created_by,JOSM,regular
39630023,source,PGS,regular
39630023,created_by,JOSM,regular
39630031,source,PGS,regular
39630140,source,PGS,regular
39630194,source,PGS,regular
39630219,source,PGS,regular
39630219,created_by,JOSM,regular
39630240,source,PGS,regular
39630240,created_by,JOSM,regular
39630461,source,PGS,regular
39630521,source,PGS,regular
39630678,source,PGS,regular
39630678,created_by,JOSM,regular
39630774,source,PGS,regular
39630813,source,PGS,regular
39630813,created_by,JOSM,regular
39630859,source,PGS,regular
39630862,source,PGS,regular
39630917,source,PGS,regular
39630979,source,PGS,regular
39630979,created_by,JOSM,regular
39631084,source,PGS,regular
39631084,created_by,JOSM,regular
39631097,source,PGS,regular
39631277,source,PGS,regular
39631324,source,PGS,regular
39631324,created_by,JOSM,regular
39631483,source,PGS,regular
39631501,source,PGS,regular
39631560,source,PGS,regular
39631684,source,PGS,regular
39631817,source,PGS,regular
39631817,created_by,JOSM,regular
39631848,source,PGS,regular
39631848,created_by,JOSM,regular
39632010,source,PGS,regular
39632037,source,PGS,regular
39632037,created_by,JOSM,regular
39632091,source,PGS,regular
39634621,source,PGS,regular
39634668,source,PGS,regular
39634875,source,PGS,regular
39634901,source,PGS,regular
39634924,source,PGS,regular
39634988,source,PGS,regular
39635010,source,PGS,regular
39635010,created_by,JOSM,regular
39635035,source,PGS,regular
39635035,created_by,JOSM,regular
39635076,source,PGS,regular
39635076,created_by,JOSM,regular
39635093,source,PGS,regular
39635093,created_by,JOSM,regular
39636088,source,PGS,regular
39636088,created_by,JOSM,regular
39636157,source,PGS,regular
39636157,created_by,JOSM,regular
39636173,source,PGS,regular
39636173,created_by,JOSM,regular
39636215,source,PGS,regular
39636330,source,PGS,regular
39636441,source,PGS,regular
39636518,source,PGS,regular
39636518,created_by,JOSM,regular
39636747,source,PGS,regular
39636747,created_by,JOSM,regular
39637299,source,PGS,regular
39637299,created_by,JOSM,regular
39637346,source,PGS,regular
39637374,source,PGS,regular
39637403,source,PGS,regular
39637403,created_by,JOSM,regular
39637470,source,PGS,regular
39637470,created_by,JOSM,regular
39637473,source,PGS,regular
39637473,created_by,JOSM,regular
39637557,source,PGS,regular
39637557,created_by,JOSM,regular
39637746,source,PGS,regular
39637777,source,PGS,regular
39637892,source,PGS,regular
39637896,source,PGS,regular
39637929,source,PGS,regular
